x,y,derivative
1.5,0.10513519809241,-0.30794994782521
1.6,0.09047187417345,-0.27858105620726
1.6,0.07727177793710,-0.24952695149155
1.7,0.06550427339065,-0.22136315831402
1.7,0.05511297434503,-0.19454480291177
1.8,0.04602163515236,-0.16941240327938
1.8,0.03813966645811,-0.14620091963093
1.9,0.03136713659031,-0.12505112490006
1.9,0.02559916506173,-0.10602240850227
2.0,0.02072965687155,-0.08910621687128
2.0,0.01665436331219,-0.07423944972978
2.1,0.01327328583824,-0.06131726056889
2.1,0.01049246378767,-0.05020484344313
2.2,0.00822520437346,-0.04074791758091
2.2,0.00639282476552,-0.03278173999376
2.2,0.00492498191805,-0.02613857967392
2.3,0.00375966690420,-0.02065367239215
2.3,0.00284293782997,-0.01616974148733
2.4,0.00212845986256,-0.01254021770961
2.4,0.00157691342808,-0.00963132152517
2.5,0.00115532302600,-0.00732318646569
2.5,0.00083635006707,-0.00551020468651
2.6,0.00059758422940,-0.00410076865074
2.6,0.00042085946626,-0.00301656849288
2.7,0.00029161328147,-0.00219158563980
2.7,0.00019830138864,-0.00157090185776
2.8,0.00013187446370,-0.00110942889715
2.8,0.00008531938262,-0.00077058429168
2.9,0.00005326404393,-0.00052510038456
2.9,0.00003164250591,-0.00034982356103
3.0,0.00001741559255,-0.00022667086217
3.0,0.00000834120552,-0.00014169686906
3.1,0.00000278818401,-0.00008428486718
3.1,-0.00000041244575,-0.00004645911846
3.2,-0.00000208470701,-0.00002231044387
3.2,-0.00000279880258,-0.00000752444174
3.3,-0.00000294097008,0.00000099981642
3.3,-0.00000276627152,0.00000545319316
3.4,-0.00000243790373,0.00000735423358
3.4,-0.00000205602326,0.00000773263914
3.5,-0.00000167853892,0.00000726869106
3.5,-0.00000133584588,0.00000639754185
3.6,-0.00000104106262,0.00000538596055
3.6,-0.00000079698551,0.00000438783926
3.7,-0.00000060068961,0.00000348359780
3.7,-0.00000044647452,0.00000270758891
3.8,-0.00000032767118,0.00000206671876
3.8,-0.00000023768451,0.00000155275668
3.9,-0.00000017053822,0.00000115020248
3.9,-0.00000012110767,0.00000084109670
4.0,-0.00000008516690,0.00000060778129
4.0,-0.00000005933355,0.00000043432825
4.1,-0.00000004096474,0.00000030713622
4.1,-0.00000002803660,0.00000021503450
4.2,-0.00000001902613,0.00000014911859
4.2,-0.00000001280483,0.00000010245969
4.3,-0.00000000854809,0.00000006977468
4.3,-0.00000000566107,0.00000004710550
4.4,-0.00000000371975,0.00000003153282
4.4,-0.00000000242526,0.00000002093368
4.5,-0.00000000156916,0.00000001378421
4.5,-0.00000000100755,0.00000000900375
4.6,-0.00000000064207,0.00000000583462
4.6,-0.00000000040609,0.00000000375131
4.7,-0.00000000025492,0.00000000239311
4.7,-0.00000000015883,0.00000000151485
4.8,-0.00000000009822,0.00000000095152
4.8,-0.00000000006028,0.00000000059309
4.9,-0.00000000003672,0.00000000036683
4.9,-0.00000000002220,0.00000000022514
5.0,-0.00000000001332,0.00000000013712
5.0,-0.00000000000793,0.00000000008286
5.1,-0.00000000000468,0.00000000004968
5.1,-0.00000000000274,0.00000000002955
5.2,-0.00000000000160,0.00000000001744
5.2,-0.00000000000092,0.00000000001021
5.3,-0.00000000000053,0.00000000000593
5.3,-0.00000000000030,0.00000000000341
5.4,-0.00000000000017,0.00000000000195
5.4,-0.00000000000009,0.00000000000110
5.5,-0.00000000000005,0.00000000000062
5.5,-0.00000000000003,0.00000000000034
5.6,-0.00000000000002,0.00000000000019
5.6,-0.00000000000001,0.00000000000010
5.7,-0.00000000000000,0.00000000000006
5.7,-0.00000000000000,0.00000000000003
5.8,-0.00000000000000,0.00000000000002
5.8,-0.00000000000000,0.00000000000001
5.9,-0.00000000000000,0.00000000000000
5.9,-0.00000000000000,0.00000000000000
6.0,-0.00000000000000,0.00000000000000
6.0,-0.00000000000000,0.00000000000000
6.1,-0.00000000000000,0.00000000000000
6.1,-0.00000000000000,0.00000000000000
6.2,-0.00000000000000,0.00000000000000
6.2,-0.00000000000000,0.00000000000000
6.3,0.00000000000000,0.00000000000000
6.3,0.00000000000000,0.00000000000000
6.4,0.00000000000000,-0.00000000000000
6.4,0.00000000000000,-0.00000000000000
6.5,0.00000000000000,-0.00000000000000
